zip,people_complete,filed_date,report_date
55719,2423,NA,2021-08-04
55014,16082,NA,2021-08-04
56034,241,NA,2021-08-04
56327,365,NA,2021-08-04
55307,1388,NA,2021-08-04
56073,9023,NA,2021-08-04
55053,497,NA,2021-08-04
55443,20973,NA,2021-08-04
55810,5084,NA,2021-08-04
55362,8195,NA,2021-08-04
56342,1188,NA,2021-08-04
56591,122,NA,2021-08-04
55070,2905,NA,2021-08-04
56050,723,NA,2021-08-04
56683,300,NA,2021-08-04
56120,469,NA,2021-08-04
55592,5,NA,2021-08-04
55341,1518,NA,2021-08-04
56361,1051,NA,2021-08-04
55718,1824,NA,2021-08-04
56738,542,NA,2021-08-04
56035,231,NA,2021-08-04
55557,5,NA,2021-08-04
55384,1064,NA,2021-08-04
56577,8,NA,2021-08-04
55905,28,NA,2021-08-04
56389,29,NA,2021-08-04
56484,1965,NA,2021-08-04
56257,219,NA,2021-08-04
56252,516,NA,2021-08-04
56481,597,NA,2021-08-04
56166,85,NA,2021-08-04
55146,13,NA,2021-08-04
55795,628,NA,2021-08-04
55101,4822,NA,2021-08-04
56121,242,NA,2021-08-04
55047,1526,NA,2021-08-04
56055,2063,NA,2021-08-04
56686,355,NA,2021-08-04
55075,10980,NA,2021-08-04
56758,147,NA,2021-08-04
55122,20333,NA,2021-08-04
56033,139,NA,2021-08-04
55013,3332,NA,2021-08-04
55983,639,NA,2021-08-04
55422,18459,NA,2021-08-04
56431,4469,NA,2021-08-04
55411,11757,NA,2021-08-04
55112,26459,NA,2021-08-04
56132,263,NA,2021-08-04
55325,1696,NA,2021-08-04
55428,16360,NA,2021-08-04
55320,1960,NA,2021-08-04
56523,180,NA,2021-08-04
55956,950,NA,2021-08-04
55418,20898,NA,2021-08-04
56438,959,NA,2021-08-04
55315,3563,NA,2021-08-04
56335,79,NA,2021-08-04
56679,48,NA,2021-08-04
55787,236,NA,2021-08-04
56174,171,NA,2021-08-04
55127,12102,NA,2021-08-04
56316,515,NA,2021-08-04
55336,3592,NA,2021-08-04
56437,380,NA,2021-08-04
55417,17754,NA,2021-08-04
55165,5,NA,2021-08-04
56145,225,NA,2021-08-04
56168,387,NA,2021-08-04
55929,623,NA,2021-08-04
55488,5,NA,2021-08-04
56576,418,NA,2021-08-04
55385,479,NA,2021-08-04
56232,1203,NA,2021-08-04
55960,2181,NA,2021-08-04
55722,548,NA,2021-08-04
55751,648,NA,2021-08-04
55421,17073,NA,2021-08-04
56401,12101,NA,2021-08-04
56326,571,NA,2021-08-04
55306,9214,NA,2021-08-04
56208,947,NA,2021-08-04
56737,318,NA,2021-08-04
55717,183,NA,2021-08-04
55955,1539,NA,2021-08-04
56207,126,NA,2021-08-04
55616,4081,NA,2021-08-04
56636,2149,NA,2021-08-04
56083,328,NA,2021-08-04
56650,269,NA,2021-08-04
56662,332,NA,2021-08-04
56724,59,NA,2021-08-04
55704,428,NA,2021-08-04
56029,326,NA,2021-08-04
55009,4125,NA,2021-08-04
55025,12289,NA,2021-08-04
56763,1983,NA,2021-08-04
56589,926,NA,2021-08-04
56284,787,NA,2021-08-04
55808,3124,NA,2021-08-04
56452,1145,NA,2021-08-04
55472,7,NA,2021-08-04
56281,205,NA,2021-08-04
55352,4636,NA,2021-08-04
56372,5,NA,2021-08-04
56630,971,NA,2021-08-04
55397,1335,NA,2021-08-04
56725,403,NA,2021-08-04
55008,6615,NA,2021-08-04
55705,1571,NA,2021-08-04
56028,733,NA,2021-08-04
56655,847,NA,2021-08-04
56158,137,NA,2021-08-04
55567,5,NA,2021-08-04
55918,483,NA,2021-08-04
56547,1145,NA,2021-08-04
56266,640,NA,2021-08-04
55398,5911,NA,2021-08-04
55934,1767,NA,2021-08-04
56676,637,NA,2021-08-04
55085,190,NA,2021-08-04
56522,200,NA,2021-08-04
56631,5,NA,2021-08-04
55032,1393,NA,2021-08-04
55765,334,NA,2021-08-04
56048,1881,NA,2021-08-04
55068,18088,NA,2021-08-04
56220,1340,NA,2021-08-04
55972,2675,NA,2021-08-04
55703,342,NA,2021-08-04
56723,397,NA,2021-08-04
56436,5,NA,2021-08-04
55416,23168,NA,2021-08-04
55432,17228,NA,2021-08-04
55747,6,NA,2021-08-04
55060,14589,NA,2021-08-04
56171,746,NA,2021-08-04
55782,267,NA,2021-08-04
55798,259,NA,2021-08-04
56666,381,NA,2021-08-04
56118,169,NA,2021-08-04
56152,580,NA,2021-08-04
55172,5,NA,2021-08-04
56673,245,NA,2021-08-04
55080,1026,NA,2021-08-04
55910,678,NA,2021-08-04
56461,1262,NA,2021-08-04
55441,11430,NA,2021-08-04
55752,196,NA,2021-08-04
56209,913,NA,2021-08-04
56583,74,NA,2021-08-04
55802,1907,NA,2021-08-04
56350,190,NA,2021-08-04
55370,332,NA,2021-08-04
55343,15988,NA,2021-08-04
56363,58,NA,2021-08-04
55425,5747,NA,2021-08-04
56308,12533,NA,2021-08-04
55328,4474,NA,2021-08-04
56278,1496,NA,2021-08-04
55386,5637,NA,2021-08-04
56575,305,NA,2021-08-04
55555,9,NA,2021-08-04
56039,352,NA,2021-08-04
55019,1197,NA,2021-08-04
56734,188,NA,2021-08-04
55726,516,NA,2021-08-04
56385,363,NA,2021-08-04
55909,798,NA,2021-08-04
56556,411,NA,2021-08-04
55576,5,NA,2021-08-04
56533,135,NA,2021-08-04
55113,27312,NA,2021-08-04
55120,3376,NA,2021-08-04
56754,201,NA,2021-08-04
56187,7011,NA,2021-08-04
55079,3626,NA,2021-08-04
55981,2371,NA,2021-08-04
55420,13556,NA,2021-08-04
56384,106,NA,2021-08-04
56557,1260,NA,2021-08-04
55446,18515,NA,2021-08-04
56466,1231,NA,2021-08-04
55403,10696,NA,2021-08-04
56302,182,NA,2021-08-04
55322,1756,NA,2021-08-04
55368,1078,NA,2021-08-04
56296,982,NA,2021-08-04
56183,631,NA,2021-08-04
56750,1183,NA,2021-08-04
56755,42,NA,2021-08-04
56058,2937,NA,2021-08-04
55078,5,NA,2021-08-04
56186,132,NA,2021-08-04
55775,632,NA,2021-08-04
55088,807,NA,2021-08-04
56176,473,NA,2021-08-04
55785,105,NA,2021-08-04
56537,8140,NA,2021-08-04
55968,56,NA,2021-08-04
56091,150,NA,2021-08-04
56647,252,NA,2021-08-04
56381,1100,NA,2021-08-04
56552,202,NA,2021-08-04
55572,5,NA,2021-08-04
55763,266,NA,2021-08-04
55042,7616,NA,2021-08-04
56062,1458,NA,2021-08-04
56096,1433,NA,2021-08-04
56162,120,NA,2021-08-04
55945,665,NA,2021-08-04
56212,205,NA,2021-08-04
55940,1263,NA,2021-08-04
55380,5,NA,2021-08-04
56573,3277,NA,2021-08-04
56218,229,NA,2021-08-04
56515,1582,NA,2021-08-04
56629,26,NA,2021-08-04
55104,25155,NA,2021-08-04
55609,258,NA,2021-08-04
55738,229,NA,2021-08-04
56319,531,NA,2021-08-04
55434,16520,NA,2021-08-04
55339,393,NA,2021-08-04
55406,23553,NA,2021-08-04
56036,840,NA,2021-08-04
55016,21686,NA,2021-08-04
56071,6135,NA,2021-08-04
55051,4058,NA,2021-08-04
55440,141,NA,2021-08-04
55102,12334,NA,2021-08-04
56122,199,NA,2021-08-04
55485,5,NA,2021-08-04
56276,112,NA,2021-08-04
55388,2816,NA,2021-08-04
55924,549,NA,2021-08-04
55392,12,NA,2021-08-04
56561,72,NA,2021-08-04
55431,12760,NA,2021-08-04
55990,446,NA,2021-08-04
56255,119,NA,2021-08-04
56279,418,NA,2021-08-04
55554,5,NA,2021-08-04
55387,7985,NA,2021-08-04
56574,135,NA,2021-08-04
55412,10872,NA,2021-08-04
55746,7900,NA,2021-08-04
55358,2013,NA,2021-08-04
55455,547,NA,2021-08-04
56475,528,NA,2021-08-04
56378,3108,NA,2021-08-04
55720,9007,NA,2021-08-04
56057,1799,NA,2021-08-04
56684,148,NA,2021-08-04
55077,8117,NA,2021-08-04
55044,34606,NA,2021-08-04
55749,195,NA,2021-08-04
56567,1229,NA,2021-08-04
55394,5,NA,2021-08-04
56672,836,NA,2021-08-04
56433,786,NA,2021-08-04
55413,9016,NA,2021-08-04
56502,222,NA,2021-08-04
56082,7370,NA,2021-08-04
56651,220,NA,2021-08-04
56760,143,NA,2021-08-04
56521,317,NA,2021-08-04
55614,1267,NA,2021-08-04
56634,512,NA,2021-08-04
56139,183,NA,2021-08-04
55119,22754,NA,2021-08-04
55317,14205,NA,2021-08-04
55988,9,NA,2021-08-04
55324,564,NA,2021-08-04
56304,6913,NA,2021-08-04
55429,14166,NA,2021-08-04
55473,5,NA,2021-08-04
56453,244,NA,2021-08-04
56280,209,NA,2021-08-04
56726,579,NA,2021-08-04
55706,934,NA,2021-08-04
55318,16977,NA,2021-08-04
55415,3388,NA,2021-08-04
56435,961,NA,2021-08-04
56338,596,NA,2021-08-04
55741,1588,NA,2021-08-04
56761,154,NA,2021-08-04
56627,133,NA,2021-08-04
55607,81,NA,2021-08-04
55126,18117,NA,2021-08-04
56742,364,NA,2021-08-04
55612,423,NA,2021-08-04
56125,43,NA,2021-08-04
55105,18757,NA,2021-08-04
56628,819,NA,2021-08-04
56271,451,NA,2021-08-04
55923,2505,NA,2021-08-04
55713,446,NA,2021-08-04
56733,227,NA,2021-08-04
56396,5,NA,2021-08-04
56545,315,NA,2021-08-04
56248,334,NA,2021-08-04
56540,853,NA,2021-08-04
55302,3220,NA,2021-08-04
56349,318,NA,2021-08-04
56444,1503,NA,2021-08-04
56297,295,NA,2021-08-04
55369,23168,NA,2021-08-04
55448,15162,NA,2021-08-04
55345,15050,NA,2021-08-04
56468,2358,NA,2021-08-04
56078,214,NA,2021-08-04
55767,2663,NA,2021-08-04
55814,5,NA,2021-08-04
55366,122,NA,2021-08-04
55389,966,NA,2021-08-04
55925,546,NA,2021-08-04
56277,1420,NA,2021-08-04
55484,6,NA,2021-08-04
56646,120,NA,2021-08-04
55303,24062,NA,2021-08-04
56323,201,NA,2021-08-04
55161,5,NA,2021-08-04
56141,126,NA,2021-08-04
56144,391,NA,2021-08-04
56649,4453,NA,2021-08-04
55164,5,NA,2021-08-04
55963,3048,NA,2021-08-04
56231,167,NA,2021-08-04
55949,1129,NA,2021-08-04
56516,127,NA,2021-08-04
55407,22936,NA,2021-08-04
56330,491,NA,2021-08-04
55310,732,NA,2021-08-04
56343,392,NA,2021-08-04
55363,1789,NA,2021-08-04
55811,17197,NA,2021-08-04
56590,160,NA,2021-08-04
56309,633,NA,2021-08-04
55424,7100,NA,2021-08-04
55985,742,NA,2021-08-04
55329,723,NA,2021-08-04
55408,20704,NA,2021-08-04
55305,14164,NA,2021-08-04
56325,75,NA,2021-08-04
56019,340,NA,2021-08-04
55734,2941,NA,2021-08-04
56714,426,NA,2021-08-04
55117,23390,NA,2021-08-04
56137,473,NA,2021-08-04
56529,2161,NA,2021-08-04
55976,4269,NA,2021-08-04
56224,95,NA,2021-08-04
55072,1313,NA,2021-08-04
56052,316,NA,2021-08-04
56681,140,NA,2021-08-04
55118,18155,NA,2021-08-04
56138,287,NA,2021-08-04
55615,228,NA,2021-08-04
56153,77,NA,2021-08-04
55003,2206,NA,2021-08-04
56023,190,NA,2021-08-04
55551,5,NA,2021-08-04
56571,1009,NA,2021-08-04
55382,1540,NA,2021-08-04
55460,5,NA,2021-08-04
56440,448,NA,2021-08-04
56293,487,NA,2021-08-04
56041,506,NA,2021-08-04
55335,715,NA,2021-08-04
56315,625,NA,2021-08-04
55438,11348,NA,2021-08-04
56541,29,NA,2021-08-04
56729,54,NA,2021-08-04
55709,1922,NA,2021-08-04
56024,1740,NA,2021-08-04
55309,7510,NA,2021-08-04
56329,2315,NA,2021-08-04
55404,14214,NA,2021-08-04
56398,5,NA,2021-08-04
56243,508,NA,2021-08-04
56117,175,NA,2021-08-04
55603,279,NA,2021-08-04
56623,1370,NA,2021-08-04
56134,163,NA,2021-08-04
56639,184,NA,2021-08-04
55114,2974,NA,2021-08-04
55769,979,NA,2021-08-04
56044,943,NA,2021-08-04
56722,163,NA,2021-08-04
55702,261,NA,2021-08-04
56399,5,NA,2021-08-04
55433,17262,NA,2021-08-04
55992,2695,NA,2021-08-04
55313,10503,NA,2021-08-04
56333,25,NA,2021-08-04
56020,48,NA,2021-08-04
56586,802,NA,2021-08-04
55478,7,NA,2021-08-04
56355,231,NA,2021-08-04
55807,5441,NA,2021-08-04
55375,2293,NA,2021-08-04
56458,188,NA,2021-08-04
55744,9944,NA,2021-08-04
56069,1979,NA,2021-08-04
55049,1106,NA,2021-08-04
55768,1326,NA,2021-08-04
56748,264,NA,2021-08-04
55065,486,NA,2021-08-04
56045,327,NA,2021-08-04
55579,5,NA,2021-08-04
55906,12776,NA,2021-08-04
55975,2109,NA,2021-08-04
56227,122,NA,2021-08-04
55046,2476,NA,2021-08-04
56089,81,NA,2021-08-04
55177,5,NA,2021-08-04
56157,290,NA,2021-08-04
55083,40,NA,2021-08-04
56670,741,NA,2021-08-04
55073,1815,NA,2021-08-04
56680,83,NA,2021-08-04
56685,73,NA,2021-08-04
56056,41,NA,2021-08-04
55076,12937,NA,2021-08-04
55933,112,NA,2021-08-04
56762,1116,NA,2021-08-04
55742,116,NA,2021-08-04
56751,2564,NA,2021-08-04
55771,674,NA,2021-08-04
55340,5452,NA,2021-08-04
56360,1551,NA,2021-08-04
56482,2544,NA,2021-08-04
56251,361,NA,2021-08-04
55903,332,NA,2021-08-04
55314,574,NA,2021-08-04
56334,2785,NA,2021-08-04
55419,19131,NA,2021-08-04
55920,5051,NA,2021-08-04
56553,109,NA,2021-08-04
55573,5,NA,2021-08-04
56538,35,NA,2021-08-04
55967,469,NA,2021-08-04
56235,279,NA,2021-08-04
56101,2866,NA,2021-08-04
55121,5703,NA,2021-08-04
56262,354,NA,2021-08-04
55902,18347,NA,2021-08-04
55020,1911,NA,2021-08-04
56459,20,NA,2021-08-04
56354,672,NA,2021-08-04
55374,8226,NA,2021-08-04
55479,5,NA,2021-08-04
56587,799,NA,2021-08-04
55806,4650,NA,2021-08-04
55371,5816,NA,2021-08-04
55803,11260,NA,2021-08-04
55045,3641,NA,2021-08-04
55748,611,NA,2021-08-04
56065,1204,NA,2021-08-04
55348,20,NA,2021-08-04
55445,7811,NA,2021-08-04
56465,1129,NA,2021-08-04
56368,1863,NA,2021-08-04
56285,417,NA,2021-08-04
56588,256,NA,2021-08-04
56456,5,NA,2021-08-04
55950,83,NA,2021-08-04
56156,2833,NA,2021-08-04
56088,787,NA,2021-08-04
56001,24632,NA,2021-08-04
55021,15228,NA,2021-08-04
55110,23233,NA,2021-08-04
56175,1413,NA,2021-08-04
55155,10,NA,2021-08-04
55786,110,NA,2021-08-04
56678,404,NA,2021-08-04
56654,61,NA,2021-08-04
56159,1165,NA,2021-08-04
56087,1349,NA,2021-08-04
55133,9,NA,2021-08-04
56113,105,NA,2021-08-04
55954,660,NA,2021-08-04
55951,690,NA,2021-08-04
55041,4236,NA,2021-08-04
56314,343,NA,2021-08-04
55334,1297,NA,2021-08-04
55439,6673,NA,2021-08-04
56311,336,NA,2021-08-04
55331,12809,NA,2021-08-04
55024,17860,NA,2021-08-04
56215,2066,NA,2021-08-04
56518,107,NA,2021-08-04
55947,4656,NA,2021-08-04
56534,504,NA,2021-08-04
56239,241,NA,2021-08-04
56027,329,NA,2021-08-04
55007,823,NA,2021-08-04
56116,193,NA,2021-08-04
56517,88,NA,2021-08-04
56090,241,NA,2021-08-04
56017,919,NA,2021-08-04
55037,1703,NA,2021-08-04
56572,2961,NA,2021-08-04
55381,827,NA,2021-08-04
56172,1504,NA,2021-08-04
55781,437,NA,2021-08-04
56710,171,NA,2021-08-04
55730,10,NA,2021-08-04
55735,658,NA,2021-08-04
55038,13173,NA,2021-08-04
56715,118,NA,2021-08-04
56441,1378,NA,2021-08-04
56292,186,NA,2021-08-04
55367,399,NA,2021-08-04
56594,158,NA,2021-08-04
55815,25,NA,2021-08-04
56347,2508,NA,2021-08-04
56478,5,NA,2021-08-04
55458,153,NA,2021-08-04
55355,4208,NA,2021-08-04
56375,279,NA,2021-08-04
55442,8866,NA,2021-08-04
56274,73,NA,2021-08-04
55487,11,NA,2021-08-04
55926,390,NA,2021-08-04
56579,435,NA,2021-08-04
55731,3498,NA,2021-08-04
56711,53,NA,2021-08-04
55124,33864,NA,2021-08-04
55109,20239,NA,2021-08-04
56129,325,NA,2021-08-04
55604,2560,NA,2021-08-04
55595,5,NA,2021-08-04
55346,11336,NA,2021-08-04
55012,892,NA,2021-08-04
56032,119,NA,2021-08-04
56273,2140,NA,2021-08-04
55480,5,NA,2021-08-04
55921,2152,NA,2021-08-04
56303,12020,NA,2021-08-04
55323,44,NA,2021-08-04
55031,848,NA,2021-08-04
56011,4089,NA,2021-08-04
55710,661,NA,2021-08-04
56320,3747,NA,2021-08-04
55054,1031,NA,2021-08-04
56074,1011,NA,2021-08-04
56367,2655,NA,2021-08-04
55347,21044,NA,2021-08-04
55594,5,NA,2021-08-04
56544,2066,NA,2021-08-04
56249,131,NA,2021-08-04
55941,514,NA,2021-08-04
55756,216,NA,2021-08-04
55927,1865,NA,2021-08-04
56578,415,NA,2021-08-04
55793,294,NA,2021-08-04
56160,94,NA,2021-08-04
55084,698,NA,2021-08-04
55766,16,NA,2021-08-04
56143,2031,NA,2021-08-04
56072,1048,NA,2021-08-04
55052,843,NA,2021-08-04
56068,458,NA,2021-08-04
55745,16,NA,2021-08-04
56470,4805,NA,2021-08-04
55450,18,NA,2021-08-04
55780,134,NA,2021-08-04
56173,77,NA,2021-08-04
55436,10256,NA,2021-08-04
56341,24,NA,2021-08-04
56592,134,NA,2021-08-04
55361,20,NA,2021-08-04
55391,10538,NA,2021-08-04
56562,101,NA,2021-08-04
56671,1515,NA,2021-08-04
55082,22530,NA,2021-08-04
56228,352,NA,2021-08-04
56525,36,NA,2021-08-04
55115,5653,NA,2021-08-04
56119,478,NA,2021-08-04
55959,1211,NA,2021-08-04
56510,1234,NA,2021-08-04
56644,265,NA,2021-08-04
56097,1572,NA,2021-08-04
56149,440,NA,2021-08-04
55169,5,NA,2021-08-04
55917,1581,NA,2021-08-04
56548,339,NA,2021-08-04
56245,185,NA,2021-08-04
56374,3952,NA,2021-08-04
55354,1138,NA,2021-08-04
56479,2012,NA,2021-08-04
55459,9,NA,2021-08-04
56667,281,NA,2021-08-04
56098,758,NA,2021-08-04
56146,20,NA,2021-08-04
55166,5,NA,2021-08-04
55805,5076,NA,2021-08-04
56357,298,NA,2021-08-04
56584,652,NA,2021-08-04
56289,319,NA,2021-08-04
55377,33,NA,2021-08-04
Unknown/missing,7534,NA,2021-08-04
56042,306,NA,2021-08-04
55067,13,NA,2021-08-04
56047,22,NA,2021-08-04
55312,660,NA,2021-08-04
56332,560,NA,2021-08-04
55753,422,NA,2021-08-04
56150,1184,NA,2021-08-04
55170,5,NA,2021-08-04
56155,170,NA,2021-08-04
55175,5,NA,2021-08-04
56658,5,NA,2021-08-04
55912,14841,NA,2021-08-04
56240,420,NA,2021-08-04
56226,95,NA,2021-08-04
55974,1106,NA,2021-08-04
56263,186,NA,2021-08-04
55931,170,NA,2021-08-04
55372,19092,NA,2021-08-04
56352,2238,NA,2021-08-04
56581,95,NA,2021-08-04
55957,283,NA,2021-08-04
55171,5,NA,2021-08-04
56151,367,NA,2021-08-04
55725,95,NA,2021-08-04
56736,395,NA,2021-08-04
55716,109,NA,2021-08-04
56336,655,NA,2021-08-04
55316,13832,NA,2021-08-04
56002,136,NA,2021-08-04
56007,10593,NA,2021-08-04
55027,1249,NA,2021-08-04
56353,2949,NA,2021-08-04
56580,483,NA,2021-08-04
55373,2677,NA,2021-08-04
55123,18357,NA,2021-08-04
55111,90,NA,2021-08-04
56131,1116,NA,2021-08-04
55350,8732,NA,2021-08-04
55952,1108,NA,2021-08-04
55939,984,NA,2021-08-04
55395,1258,NA,2021-08-04
56566,213,NA,2021-08-04
56258,6984,NA,2021-08-04
56386,286,NA,2021-08-04
56301,13258,NA,2021-08-04
55321,1551,NA,2021-08-04
55089,905,NA,2021-08-04
55784,52,NA,2021-08-04
56569,588,NA,2021-08-04
55936,884,NA,2021-08-04
56264,894,NA,2021-08-04
55467,5,NA,2021-08-04
56294,32,NA,2021-08-04
56447,505,NA,2021-08-04
55188,5,NA,2021-08-04
55056,5662,NA,2021-08-04
56757,388,NA,2021-08-04
55030,423,NA,2021-08-04
56010,463,NA,2021-08-04
55043,1980,NA,2021-08-04
56063,1643,NA,2021-08-04
56382,471,NA,2021-08-04
56551,922,NA,2021-08-04
55128,16862,NA,2021-08-04
56455,627,NA,2021-08-04
56358,1052,NA,2021-08-04
55378,18634,NA,2021-08-04
56467,1176,NA,2021-08-04
55447,13609,NA,2021-08-04
55606,201,NA,2021-08-04
56626,168,NA,2021-08-04
56185,253,NA,2021-08-04
56756,300,NA,2021-08-04
56688,44,NA,2021-08-04
56030,5,NA,2021-08-04
55010,40,NA,2021-08-04
56003,8948,NA,2021-08-04
56657,218,NA,2021-08-04
56084,10,NA,2021-08-04
55401,8030,NA,2021-08-04
55712,217,NA,2021-08-04
56732,447,NA,2021-08-04
56111,160,NA,2021-08-04
56520,1652,NA,2021-08-04
55953,372,NA,2021-08-04
56201,10308,NA,2021-08-04
55919,544,NA,2021-08-04
56546,132,NA,2021-08-04
56535,587,NA,2021-08-04
56222,803,NA,2021-08-04
55970,453,NA,2021-08-04
55333,334,NA,2021-08-04
56313,23,NA,2021-08-04
55414,17901,NA,2021-08-04
56434,47,NA,2021-08-04
55319,2291,NA,2021-08-04
56339,470,NA,2021-08-04
56741,14,NA,2021-08-04
56744,219,NA,2021-08-04
55069,2217,NA,2021-08-04
55764,189,NA,2021-08-04
56728,774,NA,2021-08-04
55005,1799,NA,2021-08-04
55708,525,NA,2021-08-04
56025,207,NA,2021-08-04
55979,346,NA,2021-08-04
56043,257,NA,2021-08-04
55063,3741,NA,2021-08-04
56472,3534,NA,2021-08-04
56543,112,NA,2021-08-04
56142,417,NA,2021-08-04
55783,1159,NA,2021-08-04
55150,138,NA,2021-08-04
56170,214,NA,2021-08-04
55393,5,NA,2021-08-04
56560,19402,NA,2021-08-04
56241,1888,NA,2021-08-04
56527,295,NA,2021-08-04
55365,5,NA,2021-08-04
56345,5915,NA,2021-08-04
56448,254,NA,2021-08-04
55468,6,NA,2021-08-04
56593,10,NA,2021-08-04
55360,1404,NA,2021-08-04
55812,5336,NA,2021-08-04
56340,597,NA,2021-08-04
56136,662,NA,2021-08-04
55116,17201,NA,2021-08-04
55359,3479,NA,2021-08-04
56379,7547,NA,2021-08-04
56474,1563,NA,2021-08-04
55454,3362,NA,2021-08-04
56720,9,NA,2021-08-04
56037,717,NA,2021-08-04
55017,240,NA,2021-08-04
56147,72,NA,2021-08-04
55723,1360,NA,2021-08-04
55002,5,NA,2021-08-04
56022,31,NA,2021-08-04
55396,957,NA,2021-07-28
56565,27,NA,2021-07-28
55920,5031,NA,2021-07-28
56302,182,NA,2021-07-28
55322,1743,NA,2021-07-28
55444,9572,NA,2021-07-28
56369,233,NA,2021-07-28
55349,1496,NA,2021-07-28
56464,1352,NA,2021-07-28
56101,2849,NA,2021-07-28
55121,5615,NA,2021-07-28
55775,631,NA,2021-07-28
56755,39,NA,2021-07-28
56186,129,NA,2021-07-28
55078,5,NA,2021-07-28
56058,2911,NA,2021-07-28
56075,46,NA,2021-07-28
55758,54,NA,2021-07-28
55055,1946,NA,2021-07-28
55595,5,NA,2021-07-28
55346,11261,NA,2021-07-28
55033,15517,NA,2021-07-28
56013,2062,NA,2021-07-28
55402,548,NA,2021-07-28
56303,11917,NA,2021-07-28
55323,44,NA,2021-07-28
55792,4718,NA,2021-07-28
56161,174,NA,2021-07-28
56320,3725,NA,2021-07-28
55943,1509,NA,2021-07-28
56211,214,NA,2021-07-28
56536,224,NA,2021-07-28
55969,588,NA,2021-07-28
55335,707,NA,2021-07-28
56315,624,NA,2021-07-28
55438,11287,NA,2021-07-28
56310,2063,NA,2021-07-28
55330,18871,NA,2021-07-28
56127,162,NA,2021-07-28
55107,7511,NA,2021-07-28
55404,14012,NA,2021-07-28
56329,2317,NA,2021-07-28
55309,7443,NA,2021-07-28
55437,12757,NA,2021-07-28
55006,1263,NA,2021-07-28
56026,825,NA,2021-07-28
56117,174,NA,2021-07-28
55060,14505,NA,2021-07-28
55052,840,NA,2021-07-28
56072,1042,NA,2021-07-28
55114,2950,NA,2021-07-28
56639,182,NA,2021-07-28
56134,158,NA,2021-07-28
56118,170,NA,2021-07-28
55780,133,NA,2021-07-28
56173,77,NA,2021-07-28
56399,5,NA,2021-07-28
55910,677,NA,2021-07-28
55391,10443,NA,2021-07-28
56562,100,NA,2021-07-28
56020,48,NA,2021-07-28
55459,9,NA,2021-07-28
56479,1999,NA,2021-07-28
56374,3924,NA,2021-07-28
55354,1129,NA,2021-07-28
55115,5607,NA,2021-07-28
56045,326,NA,2021-07-28
55065,484,NA,2021-07-28
56748,264,NA,2021-07-28
55768,1317,NA,2021-07-28
55805,5047,NA,2021-07-28
56289,320,NA,2021-07-28
55377,33,NA,2021-07-28
56357,293,NA,2021-07-28
56584,649,NA,2021-07-28
55046,2459,NA,2021-07-28
56332,559,NA,2021-07-28
55312,659,NA,2021-07-28
56333,25,NA,2021-07-28
55313,10414,NA,2021-07-28
55339,387,NA,2021-07-28
56319,529,NA,2021-07-28
55434,16395,NA,2021-07-28
56525,36,NA,2021-07-28
56228,349,NA,2021-07-28
56069,1955,NA,2021-07-28
55744,9893,NA,2021-07-28
55049,1096,NA,2021-07-28
55959,1206,NA,2021-07-28
55975,2100,NA,2021-07-28
56227,121,NA,2021-07-28
55390,1231,NA,2021-07-28
56563,103,NA,2021-07-28
55083,41,NA,2021-07-28
56670,723,NA,2021-07-28
56150,1181,NA,2021-07-28
55170,5,NA,2021-07-28
55029,38,NA,2021-07-28
55724,457,NA,2021-07-28
56009,747,NA,2021-07-28
55933,112,NA,2021-07-28
55589,5,NA,2021-07-28
56477,783,NA,2021-07-28
55340,5423,NA,2021-07-28
56360,1544,NA,2021-07-28
56352,2224,NA,2021-07-28
56581,94,NA,2021-07-28
55372,18976,NA,2021-07-28
55379,25755,NA,2021-07-28
55474,7,NA,2021-07-28
56287,27,NA,2021-07-28
56359,1519,NA,2021-07-28
55720,8945,NA,2021-07-28
55725,94,NA,2021-07-28
56167,290,NA,2021-07-28
56567,1220,NA,2021-07-28
55394,5,NA,2021-07-28
56002,133,NA,2021-07-28
56085,2451,NA,2021-07-28
56502,221,NA,2021-07-28
55123,18251,NA,2021-07-28
56032,119,NA,2021-07-28
55012,891,NA,2021-07-28
56521,316,NA,2021-07-28
55952,1102,NA,2021-07-28
55031,846,NA,2021-07-28
56011,4049,NA,2021-07-28
55988,9,NA,2021-07-28
55324,563,NA,2021-07-28
55429,14001,NA,2021-07-28
56304,6856,NA,2021-07-28
56301,13142,NA,2021-07-28
55321,1540,NA,2021-07-28
56074,999,NA,2021-07-28
55054,1028,NA,2021-07-28
56338,593,NA,2021-07-28
55318,16836,NA,2021-07-28
56435,956,NA,2021-07-28
55415,3370,NA,2021-07-28
56216,223,NA,2021-07-28
55944,4118,NA,2021-07-28
55941,511,NA,2021-07-28
55126,18002,NA,2021-07-28
56641,170,NA,2021-07-28
55793,293,NA,2021-07-28
56160,94,NA,2021-07-28
56335,79,NA,2021-07-28
55315,3537,NA,2021-07-28
55418,20780,NA,2021-07-28
56438,955,NA,2021-07-28
56028,731,NA,2021-07-28
55008,6557,NA,2021-07-28
56725,400,NA,2021-07-28
55705,1556,NA,2021-07-28
55024,17701,NA,2021-07-28
55336,3571,NA,2021-07-28
56316,514,NA,2021-07-28
55398,5860,NA,2021-07-28
56266,633,NA,2021-07-28
55934,1763,NA,2021-07-28
55001,1826,NA,2021-07-28
56021,535,NA,2021-07-28
