race,date,cases,pop
Hispanic,2021-11-10,63893,345640
Native,2021-11-10,10040,57046
Other,2021-11-10,31124,259618
White,2021-11-10,575538,4353880
Asian,2021-11-11,32004,297460
Black,2021-11-11,62361,392850
Hispanic,2021-11-11,64124,345640
Native,2021-11-11,10140,57046
Other,2021-11-11,31387,259618
White,2021-11-11,579314,4353880
Asian,2021-11-12,32132,297460
Black,2021-11-12,62586,392850
Hispanic,2021-11-12,64326,345640
Native,2021-11-12,10210,57046
Other,2021-11-12,31675,259618
White,2021-11-12,582786,4353880
Asian,2021-11-15,32317,297460
Black,2021-11-15,62824,392850
Hispanic,2021-11-15,64568,345640
Native,2021-11-15,10290,57046
Other,2021-11-15,31956,259618
White,2021-11-15,586560,4353880
Asian,2021-11-16,32708,297460
Black,2021-11-16,63340,392850
Hispanic,2021-11-16,65071,345640
Native,2021-11-16,10452,57046
Other,2021-11-16,32484,259618
White,2021-11-16,594556,4353880
Asian,2021-11-17,32817,297460
Black,2021-11-17,63506,392850
Hispanic,2021-11-17,65240,345640
Native,2021-11-17,10512,57046
Other,2021-11-17,32656,259618
White,2021-11-17,597012,4353880
Asian,2021-11-18,32990,297460
Black,2021-11-18,63755,392850
Hispanic,2021-11-18,65523,345640
Native,2021-11-18,10615,57046
Other,2021-11-18,32878,259618
White,2021-11-18,600533,4353880
Asian,2021-11-19,33156,297460
Black,2021-11-19,64028,392850
Hispanic,2021-11-19,65791,345640
Native,2021-11-19,10699,57046
Other,2021-11-19,33172,259618
White,2021-11-19,604258,4353880
Asian,2021-11-23,33667,297460
Black,2021-11-23,64826,392850
Hispanic,2021-11-23,66461,345640
Native,2021-11-23,10891,57046
Other,2021-11-23,34043,259618
White,2021-11-23,616070,4353880
Asian,2021-11-24,33822,297460
Black,2021-11-24,65045,392850
Hispanic,2021-11-24,66633,345640
Native,2021-11-24,10943,57046
Other,2021-11-24,34193,259618
White,2021-11-24,618733,4353880
Asian,2021-11-26,33929,297460
Black,2021-11-26,65204,392850
Hispanic,2021-11-26,66801,345640
Native,2021-11-26,10998,57046
Other,2021-11-26,34409,259618
White,2021-11-26,621790,4353880
Asian,2021-11-29,34082,297460
Black,2021-11-29,65455,392850
Hispanic,2021-11-29,67010,345640
Native,2021-11-29,11065,57046
Other,2021-11-29,34677,259618
White,2021-11-29,625045,4353880
Asian,2021-11-30,34549,297460
Black,2021-11-30,66161,392850
Hispanic,2021-11-30,67615,345640
Native,2021-11-30,11210,57046
Other,2021-11-30,35339,259618
White,2021-11-30,634111,4353880
Asian,2021-12-01,34664,297460
Black,2021-12-01,66308,392850
Hispanic,2021-12-01,67792,345640
Native,2021-12-01,11256,57046
Other,2021-12-01,35499,259618
White,2021-12-01,636746,4353880
Asian,2021-12-02,34895,297460
Black,2021-12-02,66627,392850
Hispanic,2021-12-02,68092,345640
Native,2021-12-02,11299,57046
Other,2021-12-02,35746,259618
White,2021-12-02,640519,4353880
Asian,2021-12-03,35119,297460
Black,2021-12-03,66987,392850
Hispanic,2021-12-03,68395,345640
Native,2021-12-03,11353,57046
Other,2021-12-03,36074,259618
White,2021-12-03,644502,4353880
Asian,2021-12-06,35393,297460
Black,2021-12-06,67342,392850
Hispanic,2021-12-06,68742,345640
Native,2021-12-06,11419,57046
Other,2021-12-06,36383,259618
White,2021-12-06,648776,4353880
Asian,2021-12-07,36017,297460
Black,2021-12-07,68173,392850
Hispanic,2021-12-07,69434,345640
Native,2021-12-07,11544,57046
Other,2021-12-07,37026,259618
White,2021-12-07,657459,4353880
Asian,2021-12-08,36142,297460
Black,2021-12-08,68363,392850
Hispanic,2021-12-08,69596,345640
Native,2021-12-08,11584,57046
Other,2021-12-08,37202,259618
White,2021-12-08,659499,4353880
Asian,2021-12-09,36311,297460
Black,2021-12-09,68624,392850
Hispanic,2021-12-09,69830,345640
Native,2021-12-09,11626,57046
Other,2021-12-09,37389,259618
White,2021-12-09,662108,4353880
Asian,2021-12-10,36499,297460
Black,2021-12-10,68931,392850
Hispanic,2021-12-10,70073,345640
Native,2021-12-10,11668,57046
Other,2021-12-10,37658,259618
White,2021-12-10,665313,4353880
Asian,2021-12-13,36642,297460
Black,2021-12-13,69194,392850
Hispanic,2021-12-13,70274,345640
Native,2021-12-13,11716,57046
Other,2021-12-13,37838,259618
White,2021-12-13,667872,4353880
Asian,2021-12-14,37094,297460
Black,2021-12-14,69903,392850
Hispanic,2021-12-14,70753,345640
Native,2021-12-14,11841,57046
Other,2021-12-14,38310,259618
White,2021-12-14,673940,4353880
Asian,2021-12-15,37174,297460
Black,2021-12-15,70024,392850
Hispanic,2021-12-15,70839,345640
Native,2021-12-15,11874,57046
Other,2021-12-15,38415,259618
White,2021-12-15,675511,4353880
Asian,2021-12-16,37359,297460
Black,2021-12-16,70305,392850
Hispanic,2021-12-16,71068,345640
Native,2021-12-16,11913,57046
Other,2021-12-16,38608,259618
White,2021-12-16,678150,4353880
Asian,2021-12-17,37514,297460
Black,2021-12-17,70591,392850
Hispanic,2021-12-17,71318,345640
Native,2021-12-17,11952,57046
Other,2021-12-17,38803,259618
White,2021-12-17,680852,4353880
Asian,2021-12-20,37669,297460
Black,2021-12-20,70857,392850
Hispanic,2021-12-20,71502,345640
Native,2021-12-20,12006,57046
Other,2021-12-20,38989,259618
White,2021-12-20,683117,4353880
Asian,2021-12-21,38048,297460
Black,2021-12-21,71501,392850
Hispanic,2021-12-21,71937,345640
Native,2021-12-21,12086,57046
Other,2021-12-21,39368,259618
White,2021-12-21,688054,4353880
Asian,2021-12-22,38193,297460
Black,2021-12-22,71773,392850
Hispanic,2021-12-22,72107,345640
Native,2021-12-22,12125,57046
Other,2021-12-22,39515,259618
White,2021-12-22,689888,4353880
Asian,2021-12-23,38340,297460
Black,2021-12-23,72097,392850
Hispanic,2021-12-23,72294,345640
Native,2021-12-23,12162,57046
Other,2021-12-23,39701,259618
White,2021-12-23,692179,4353880
Asian,2021-12-27,38522,297460
Black,2021-12-27,72439,392850
Hispanic,2021-12-27,72487,345640
Native,2021-12-27,12202,57046
Other,2021-12-27,39925,259618
White,2021-12-27,695084,4353880
Asian,2021-12-28,38878,297460
Black,2021-12-28,73706,392850
Hispanic,2021-12-28,72992,345640
Native,2021-12-28,12307,57046
Other,2021-12-28,40338,259618
White,2021-12-28,701544,4353880
Asian,2021-12-29,39193,297460
Black,2021-12-29,74468,392850
Hispanic,2021-12-29,73377,345640
Native,2021-12-29,12343,57046
Other,2021-12-29,40771,259618
White,2021-12-29,704714,4353880
Asian,2021-12-30,39571,297460
Black,2021-12-30,75309,392850
Hispanic,2021-12-30,73887,345640
Native,2021-12-30,12430,57046
Other,2021-12-30,41132,259618
White,2021-12-30,708833,4353880
Asian,2022-01-03,40011,297460
Black,2022-01-03,76044,392850
Hispanic,2022-01-03,74370,345640
Native,2022-01-03,12503,57046
Other,2022-01-03,41504,259618
White,2022-01-03,713197,4353880
Asian,2022-01-04,41343,297460
Black,2022-01-04,78044,392850
Hispanic,2022-01-04,75901,345640
Native,2022-01-04,12672,57046
Other,2022-01-04,42503,259618
White,2022-01-04,722805,4353880
Asian,2022-01-05,41591,297460
Black,2022-01-05,78472,392850
Hispanic,2022-01-05,76151,345640
Native,2022-01-05,12730,57046
Other,2022-01-05,42695,259618
White,2022-01-05,725193,4353880
Asian,2022-01-06,42042,297460
Black,2022-01-06,79399,392850
Hispanic,2022-01-06,76726,345640
Native,2022-01-06,12803,57046
Other,2022-01-06,43227,259618
White,2022-01-06,729263,4353880
Asian,2022-01-07,42444,297460
Black,2022-01-07,80520,392850
Hispanic,2022-01-07,77198,345640
Native,2022-01-07,12881,57046
Other,2022-01-07,43742,259618
White,2022-01-07,734081,4353880
Asian,2022-01-10,43094,297460
Black,2022-01-10,81747,392850
Hispanic,2022-01-10,77899,345640
Native,2022-01-10,12999,57046
Other,2022-01-10,44370,259618
White,2022-01-10,740964,4353880
Asian,2022-01-11,44984,297460
Black,2022-01-11,85635,392850
Hispanic,2022-01-11,79949,345640
Native,2022-01-11,13308,57046
Other,2022-01-11,45833,259618
White,2022-01-11,758338,4353880
Asian,2022-01-12,45628,297460
Black,2022-01-12,86829,392850
Hispanic,2022-01-12,80699,345640
Native,2022-01-12,13431,57046
Other,2022-01-12,46354,259618
White,2022-01-12,764796,4353880
Asian,2022-01-13,46471,297460
Black,2022-01-13,88131,392850
Hispanic,2022-01-13,81586,345640
Native,2022-01-13,13571,57046
Other,2022-01-13,47031,259618
White,2022-01-13,771704,4353880
Asian,2022-01-14,47302,297460
Black,2022-01-14,89362,392850
Hispanic,2022-01-14,82484,345640
Native,2022-01-14,13721,57046
Other,2022-01-14,47735,259618
White,2022-01-14,778837,4353880
Asian,2022-01-18,48072,297460
Black,2022-01-18,90489,392850
Hispanic,2022-01-18,83242,345640
Native,2022-01-18,13897,57046
Other,2022-01-18,48242,259618
White,2022-01-18,785161,4353880
Asian,2022-01-19,50850,297460
Black,2022-01-19,94380,392850
Hispanic,2022-01-19,86504,345640
Native,2022-01-19,14387,57046
Other,2022-01-19,50585,259618
White,2022-01-19,812143,4353880
Asian,2022-01-20,51584,297460
Black,2022-01-20,95216,392850
Hispanic,2022-01-20,87391,345640
Native,2022-01-20,14548,57046
Other,2022-01-20,51164,259618
White,2022-01-20,819620,4353880
Asian,2022-01-21,52282,297460
Black,2022-01-21,96101,392850
Hispanic,2022-01-21,88229,345640
Native,2022-01-21,14687,57046
Other,2022-01-21,51834,259618
White,2022-01-21,827395,4353880
Asian,2022-01-24,52967,297460
Black,2022-01-24,97005,392850
Hispanic,2022-01-24,88973,345640
Native,2022-01-24,14856,57046
Other,2022-01-24,52527,259618
White,2022-01-24,835477,4353880
Asian,2022-01-25,55020,297460
Black,2022-01-25,99444,392850
Hispanic,2022-01-25,91150,345640
Native,2022-01-25,15307,57046
Other,2022-01-25,54473,259618
White,2022-01-25,858623,4353880
Asian,2022-01-26,55909,297460
Black,2022-01-26,100410,392850
Hispanic,2022-01-26,92163,345640
Native,2022-01-26,15526,57046
Other,2022-01-26,55389,259618
White,2022-01-26,868831,4353880
Asian,2022-01-27,56616,297460
Black,2022-01-27,101257,392850
Hispanic,2022-01-27,92938,345640
Native,2022-01-27,15768,57046
Other,2022-01-27,56090,259618
White,2022-01-27,878679,4353880
Asian,2022-01-28,57353,297460
Black,2022-01-28,102132,392850
Hispanic,2022-01-28,93698,345640
Native,2022-01-28,15967,57046
Other,2022-01-28,56783,259618
White,2022-01-28,888446,4353880
Asian,2022-01-31,57908,297460
Black,2022-01-31,102747,392850
Hispanic,2022-01-31,94367,345640
Native,2022-01-31,16173,57046
Other,2022-01-31,57401,259618
White,2022-01-31,896422,4353880
Asian,2022-02-01,58950,297460
Black,2022-02-01,103940,392850
Hispanic,2022-02-01,95545,345640
Native,2022-02-01,16491,57046
Other,2022-02-01,58554,259618
White,2022-02-01,910360,4353880
Asian,2022-02-02,59168,297460
Black,2022-02-02,104173,392850
Hispanic,2022-02-02,95812,345640
Native,2022-02-02,16571,57046
Other,2022-02-02,58720,259618
White,2022-02-02,912758,4353880
Asian,2022-02-03,59454,297460
Black,2022-02-03,104507,392850
Hispanic,2022-02-03,96133,345640
Native,2022-02-03,16701,57046
Other,2022-02-03,58992,259618
White,2022-02-03,916383,4353880
Asian,2022-02-04,59741,297460
Black,2022-02-04,104855,392850
Hispanic,2022-02-04,96539,345640
Native,2022-02-04,16821,57046
Other,2022-02-04,59359,259618
White,2022-02-04,920890,4353880
Asian,2022-02-07,59960,297460
Black,2022-02-07,105139,392850
Hispanic,2022-02-07,96848,345640
Native,2022-02-07,16913,57046
Other,2022-02-07,59648,259618
White,2022-02-07,924518,4353880
Asian,2022-02-08,60457,297460
Black,2022-02-08,105711,392850
Hispanic,2022-02-08,97416,345640
Native,2022-02-08,17083,57046
Other,2022-02-08,60214,259618
White,2022-02-08,931288,4353880
Asian,2022-02-09,60636,297460
Black,2022-02-09,105957,392850
Hispanic,2022-02-09,97673,345640
Native,2022-02-09,17180,57046
Other,2022-02-09,60402,259618
White,2022-02-09,933757,4353880
Asian,2022-02-10,60850,297460
Black,2022-02-10,106186,392850
Hispanic,2022-02-10,97960,345640
Native,2022-02-10,17270,57046
Other,2022-02-10,60647,259618
White,2022-02-10,936756,4353880
Asian,2022-02-11,61055,297460
Black,2022-02-11,106446,392850
Hispanic,2022-02-11,98248,345640
Native,2022-02-11,17361,57046
Other,2022-02-11,60919,259618
White,2022-02-11,939952,4353880
Asian,2022-02-14,61261,297460
Black,2022-02-14,106647,392850
Hispanic,2022-02-14,98482,345640
Native,2022-02-14,17459,57046
Other,2022-02-14,61164,259618
White,2022-02-14,942663,4353880
Asian,2022-02-15,61540,297460
Black,2022-02-15,106943,392850
Hispanic,2022-02-15,98805,345640
Native,2022-02-15,17566,57046
Other,2022-02-15,61487,259618
White,2022-02-15,947104,4353880
Asian,2022-02-16,61589,297460
Black,2022-02-16,106997,392850
Hispanic,2022-02-16,98876,345640
Native,2022-02-16,17594,57046
Other,2022-02-16,61569,259618
White,2022-02-16,948034,4353880
Asian,2022-02-17,61670,297460
Black,2022-02-17,107085,392850
Hispanic,2022-02-17,98947,345640
Native,2022-02-17,17659,57046
Other,2022-02-17,61678,259618
White,2022-02-17,949279,4353880
Asian,2022-02-18,61747,297460
Black,2022-02-18,107183,392850
Hispanic,2022-02-18,99043,345640
Native,2022-02-18,17711,57046
Other,2022-02-18,61819,259618
White,2022-02-18,950816,4353880
Asian,2022-02-22,61802,297460
Black,2022-02-22,107266,392850
Hispanic,2022-02-22,99129,345640
Native,2022-02-22,17755,57046
Other,2022-02-22,61904,259618
White,2022-02-22,952113,4353880
Asian,2022-02-23,61974,297460
Black,2022-02-23,107451,392850
Hispanic,2022-02-23,99307,345640
Native,2022-02-23,17828,57046
Other,2022-02-23,62163,259618
White,2022-02-23,955005,4353880
Asian,2022-02-24,62013,297460
Black,2022-02-24,107505,392850
Hispanic,2022-02-24,99377,345640
Native,2022-02-24,17846,57046
Other,2022-02-24,62236,259618
White,2022-02-24,955790,4353880
Asian,2022-02-25,62060,297460
Black,2022-02-25,107536,392850
Hispanic,2022-02-25,99428,345640
Native,2022-02-25,17873,57046
Other,2022-02-25,62325,259618
White,2022-02-25,956460,4353880
Asian,2022-02-28,62103,297460
Black,2022-02-28,107580,392850
Hispanic,2022-02-28,99479,345640
Native,2022-02-28,17893,57046
Other,2022-02-28,62410,259618
White,2022-02-28,957273,4353880
Asian,2022-03-01,62175,297460
Black,2022-03-01,107685,392850
Hispanic,2022-03-01,99597,345640
Native,2022-03-01,17937,57046
Other,2022-03-01,62570,259618
White,2022-03-01,958861,4353880
Asian,2022-03-02,62187,297460
Black,2022-03-02,107716,392850
Hispanic,2022-03-02,99633,345640
Native,2022-03-02,17948,57046
Other,2022-03-02,62630,259618
White,2022-03-02,959299,4353880
Asian,2022-03-03,62220,297460
Black,2022-03-03,107755,392850
Hispanic,2022-03-03,99679,345640
Native,2022-03-03,17965,57046
Other,2022-03-03,62685,259618
White,2022-03-03,959909,4353880
Asian,2022-03-04,62249,297460
Black,2022-03-04,107800,392850
Hispanic,2022-03-04,99717,345640
Native,2022-03-04,17985,57046
Other,2022-03-04,62739,259618
White,2022-03-04,960443,4353880
Asian,2022-03-07,62273,297460
Black,2022-03-07,107841,392850
Hispanic,2022-03-07,99748,345640
Native,2022-03-07,17996,57046
Other,2022-03-07,62781,259618
White,2022-03-07,961041,4353880
Asian,2022-03-08,62353,297460
Black,2022-03-08,107931,392850
Hispanic,2022-03-08,99821,345640
Native,2022-03-08,18017,57046
Other,2022-03-08,62865,259618
White,2022-03-08,962069,4353880
Asian,2022-03-09,62374,297460
Black,2022-03-09,107963,392850
Hispanic,2022-03-09,99843,345640
Native,2022-03-09,18028,57046
Other,2022-03-09,62882,259618
White,2022-03-09,962449,4353880
Asian,2022-03-10,62402,297460
Black,2022-03-10,107996,392850
Hispanic,2022-03-10,99882,345640
Native,2022-03-10,18047,57046
Other,2022-03-10,62911,259618
White,2022-03-10,962866,4353880
Asian,2022-03-11,62427,297460
Black,2022-03-11,108029,392850
Hispanic,2022-03-11,99908,345640
Native,2022-03-11,18059,57046
Other,2022-03-11,62944,259618
White,2022-03-11,963295,4353880
Asian,2022-03-14,62458,297460
Black,2022-03-14,108056,392850
Hispanic,2022-03-14,99925,345640
Native,2022-03-14,18066,57046
Other,2022-03-14,62967,259618
White,2022-03-14,963670,4353880
Asian,2022-03-15,62493,297460
Black,2022-03-15,108088,392850
Hispanic,2022-03-15,99950,345640
Native,2022-03-15,18066,57046
Other,2022-03-15,62996,259618
White,2022-03-15,964019,4353880
Asian,2022-03-16,62530,297460
Black,2022-03-16,108140,392850
Hispanic,2022-03-16,99984,345640
Native,2022-03-16,18076,57046
Other,2022-03-16,63044,259618
White,2022-03-16,964697,4353880
Asian,2022-03-17,62561,297460
Black,2022-03-17,108164,392850
Hispanic,2022-03-17,100017,345640
Native,2022-03-17,18089,57046
Other,2022-03-17,63076,259618
White,2022-03-17,965019,4353880
Asian,2022-03-18,62597,297460
Black,2022-03-18,108192,392850
Hispanic,2022-03-18,100043,345640
Native,2022-03-18,18099,57046
Other,2022-03-18,63100,259618
White,2022-03-18,965412,4353880
Asian,2022-03-21,62623,297460
Black,2022-03-21,108211,392850
Hispanic,2022-03-21,100067,345640
Native,2022-03-21,18106,57046
Other,2022-03-21,63125,259618
White,2022-03-21,965751,4353880
Asian,2022-03-22,62669,297460
Black,2022-03-22,108279,392850
Hispanic,2022-03-22,100126,345640
Native,2022-03-22,18124,57046
Other,2022-03-22,63187,259618
White,2022-03-22,966504,4353880
Asian,2022-03-23,62681,297460
Black,2022-03-23,108297,392850
Hispanic,2022-03-23,100139,345640
Native,2022-03-23,18129,57046
Other,2022-03-23,63204,259618
White,2022-03-23,966721,4353880
Asian,2022-03-24,62706,297460
Black,2022-03-24,108326,392850
Hispanic,2022-03-24,100159,345640
Native,2022-03-24,18138,57046
Other,2022-03-24,63235,259618
White,2022-03-24,967063,4353880
Asian,2022-03-25,62730,297460
Black,2022-03-25,108355,392850
Hispanic,2022-03-25,100186,345640
Native,2022-03-25,18139,57046
Other,2022-03-25,63262,259618
White,2022-03-25,967439,4353880
Asian,2022-03-28,62756,297460
Black,2022-03-28,108371,392850
Hispanic,2022-03-28,100210,345640
Native,2022-03-28,18143,57046
Other,2022-03-28,63287,259618
White,2022-03-28,967783,4353880
Asian,2022-03-29,62802,297460
Black,2022-03-29,108432,392850
Hispanic,2022-03-29,100247,345640
Native,2022-03-29,18159,57046
Other,2022-03-29,63334,259618
White,2022-03-29,968539,4353880
Asian,2022-03-30,62824,297460
Black,2022-03-30,108447,392850
Hispanic,2022-03-30,100260,345640
Native,2022-03-30,18166,57046
Other,2022-03-30,63352,259618
White,2022-03-30,968792,4353880
Asian,2022-03-31,62855,297460
Black,2022-03-31,108477,392850
Hispanic,2022-03-31,100294,345640
Native,2022-03-31,18175,57046
Other,2022-03-31,63362,259618
White,2022-03-31,969184,4353880
Asian,2022-04-01,62877,297460
Black,2022-04-01,108507,392850
Hispanic,2022-04-01,100331,345640
Native,2022-04-01,18185,57046
Other,2022-04-01,63383,259618
White,2022-04-01,969581,4353880
Asian,2022-04-04,62901,297460
Black,2022-04-04,108530,392850
Hispanic,2022-04-04,100353,345640
Native,2022-04-04,18190,57046
Other,2022-04-04,63404,259618
White,2022-04-04,969934,4353880
Asian,2022-04-05,62951,297460
Black,2022-04-05,108578,392850
Hispanic,2022-04-05,100394,345640
Native,2022-04-05,18199,57046
Other,2022-04-05,63463,259618
White,2022-04-05,970752,4353880
Asian,2022-04-06,62969,297460
Black,2022-04-06,108593,392850
Hispanic,2022-04-06,100409,345640
Native,2022-04-06,18206,57046
Other,2022-04-06,63486,259618
White,2022-04-06,971019,4353880
Asian,2022-04-07,62993,297460
Black,2022-04-07,108622,392850
Hispanic,2022-04-07,100436,345640
Native,2022-04-07,18217,57046
Other,2022-04-07,63509,259618
White,2022-04-07,971448,4353880
Asian,2022-04-08,63031,297460
Black,2022-04-08,108653,392850
Hispanic,2022-04-08,100465,345640
Native,2022-04-08,18218,57046
Other,2022-04-08,63538,259618
White,2022-04-08,971892,4353880
Asian,2022-04-11,63081,297460
Black,2022-04-11,108693,392850
Hispanic,2022-04-11,100482,345640
Native,2022-04-11,18222,57046
Other,2022-04-11,63552,259618
White,2022-04-11,972385,4353880
Asian,2022-04-12,63133,297460
Black,2022-04-12,108751,392850
Hispanic,2022-04-12,100542,345640
Native,2022-04-12,18236,57046
Other,2022-04-12,63622,259618
White,2022-04-12,973345,4353880
Asian,2022-04-13,63165,297460
Black,2022-04-13,108776,392850
Hispanic,2022-04-13,100566,345640
Native,2022-04-13,18234,57046
Other,2022-04-13,63650,259618
White,2022-04-13,973878,4353880
Asian,2022-04-14,63193,297460
Black,2022-04-14,108818,392850
Hispanic,2022-04-14,100603,345640
Native,2022-04-14,18251,57046
Other,2022-04-14,63689,259618
White,2022-04-14,974530,4353880
Asian,2022-04-15,63240,297460
Black,2022-04-15,108863,392850
Hispanic,2022-04-15,100622,345640
Native,2022-04-15,18258,57046
Other,2022-04-15,63720,259618
White,2022-04-15,975172,4353880
Asian,2022-04-18,63277,297460
Black,2022-04-18,108906,392850
Hispanic,2022-04-18,100662,345640
Native,2022-04-18,18268,57046
Other,2022-04-18,63765,259618
White,2022-04-18,975862,4353880
Asian,2022-04-19,63366,297460
Black,2022-04-19,108989,392850
Hispanic,2022-04-19,100739,345640
Native,2022-04-19,18277,57046
Other,2022-04-19,63844,259618
White,2022-04-19,977108,4353880
Asian,2022-04-20,63416,297460
Black,2022-04-20,109039,392850
Hispanic,2022-04-20,100773,345640
Native,2022-04-20,18288,57046
Other,2022-04-20,63879,259618
White,2022-04-20,977791,4353880
Asian,2022-04-21,63456,297460
Black,2022-04-21,109088,392850
Hispanic,2022-04-21,100826,345640
Native,2022-04-21,18296,57046
Other,2022-04-21,63921,259618
White,2022-04-21,978665,4353880
Asian,2022-04-22,63532,297460
Black,2022-04-22,109154,392850
Hispanic,2022-04-22,100898,345640
Native,2022-04-22,18311,57046
Other,2022-04-22,63983,259618
White,2022-04-22,979756,4353880
Asian,2022-04-25,63599,297460
Black,2022-04-25,109212,392850
Hispanic,2022-04-25,100958,345640
Native,2022-04-25,18319,57046
Other,2022-04-25,64022,259618
White,2022-04-25,980579,4353880
Asian,2022-04-26,63745,297460
Black,2022-04-26,109324,392850
Hispanic,2022-04-26,101059,345640
Native,2022-04-26,18347,57046
Other,2022-04-26,64109,259618
White,2022-04-26,982422,4353880
Asian,2022-04-27,63805,297460
Black,2022-04-27,109409,392850
Hispanic,2022-04-27,101113,345640
Native,2022-04-27,18365,57046
Other,2022-04-27,64149,259618
White,2022-04-27,983387,4353880
Asian,2022-04-28,63901,297460
Black,2022-04-28,109491,392850
Hispanic,2022-04-28,101179,345640
Native,2022-04-28,18391,57046
Other,2022-04-28,64224,259618
White,2022-04-28,984553,4353880
Asian,2022-04-29,64003,297460
Black,2022-04-29,109588,392850
Hispanic,2022-04-29,101254,345640
Native,2022-04-29,18415,57046
Other,2022-04-29,64300,259618
White,2022-04-29,985963,4353880
Asian,2022-05-02,64096,297460
Black,2022-05-02,109694,392850
Hispanic,2022-05-02,101334,345640
Native,2022-05-02,18433,57046
Other,2022-05-02,64358,259618
White,2022-05-02,987155,4353880
Asian,2022-05-03,64241,297460
Black,2022-05-03,109833,392850
Hispanic,2022-05-03,101423,345640
Native,2022-05-03,18450,57046
Other,2022-05-03,64479,259618
White,2022-05-03,988908,4353880
Asian,2022-05-04,64383,297460
Black,2022-05-04,109995,392850
Hispanic,2022-05-04,101519,345640
Native,2022-05-04,18464,57046
Other,2022-05-04,64581,259618
White,2022-05-04,990692,4353880
Asian,2022-05-06,64619,297460
Black,2022-05-06,110229,392850
Hispanic,2022-05-06,101695,345640
Native,2022-05-06,18510,57046
Other,2022-05-06,64766,259618
White,2022-05-06,993985,4353880
Asian,2022-05-09,64768,297460
Black,2022-05-09,110392,392850
Hispanic,2022-05-09,101792,345640
Native,2022-05-09,18539,57046
Other,2022-05-09,64853,259618
White,2022-05-09,995847,4353880
Asian,2022-05-10,65060,297460
Black,2022-05-10,110728,392850
Hispanic,2022-05-10,102007,345640
Native,2022-05-10,18569,57046
Other,2022-05-10,65051,259618
White,2022-05-10,999467,4353880
Asian,2022-05-11,65130,297460
Black,2022-05-11,110835,392850
Hispanic,2022-05-11,102056,345640
Native,2022-05-11,18584,57046
Other,2022-05-11,65104,259618
White,2022-05-11,1000702,4353880
Asian,2022-05-12,65274,297460
Black,2022-05-12,110977,392850
Hispanic,2022-05-12,102167,345640
Native,2022-05-12,18607,57046
Other,2022-05-12,65204,259618
White,2022-05-12,1002543,4353880
Asian,2022-05-13,65443,297460
Black,2022-05-13,111142,392850
Hispanic,2022-05-13,102276,345640
Native,2022-05-13,18626,57046
Other,2022-05-13,65309,259618
White,2022-05-13,1004584,4353880
Asian,2022-05-16,65558,297460
Black,2022-05-16,111295,392850
Hispanic,2022-05-16,102373,345640
Native,2022-05-16,18648,57046
Other,2022-05-16,65410,259618
White,2022-05-16,1006397,4353880
Asian,2022-05-17,65836,297460
Black,2022-05-17,111593,392850
Hispanic,2022-05-17,102528,345640
Native,2022-05-17,18687,57046
Other,2022-05-17,65572,259618
White,2022-05-17,1009638,4353880
Asian,2022-05-18,65932,297460
Black,2022-05-18,111729,392850
Hispanic,2022-05-18,102613,345640
Native,2022-05-18,18715,57046
Other,2022-05-18,65649,259618
White,2022-05-18,1011040,4353880
Asian,2022-05-19,66069,297460
Black,2022-05-19,111845,392850
Hispanic,2022-05-19,102716,345640
Native,2022-05-19,18745,57046
Other,2022-05-19,65733,259618
White,2022-05-19,1012483,4353880
Asian,2022-05-20,66206,297460
Black,2022-05-20,112000,392850
Hispanic,2022-05-20,102815,345640
Native,2022-05-20,18766,57046
Other,2022-05-20,65835,259618
White,2022-05-20,1014098,4353880
Asian,2022-05-23,66341,297460
Black,2022-05-23,112143,392850
Hispanic,2022-05-23,102909,345640
Native,2022-05-23,18790,57046
Other,2022-05-23,65910,259618
White,2022-05-23,1015533,4353880
Asian,2022-05-24,66591,297460
Black,2022-05-24,112456,392850
Hispanic,2022-05-24,103085,345640
Native,2022-05-24,18827,57046
Other,2022-05-24,66058,259618
White,2022-05-24,1018283,4353880
Asian,2022-05-25,66667,297460
Black,2022-05-25,112549,392850
Hispanic,2022-05-25,103123,345640
Native,2022-05-25,18851,57046
Other,2022-05-25,66121,259618
White,2022-05-25,1019331,4353880
Asian,2022-05-26,66802,297460
Black,2022-05-26,112686,392850
Hispanic,2022-05-26,103223,345640
Native,2022-05-26,18884,57046
Other,2022-05-26,66197,259618
White,2022-05-26,1020809,4353880
Asian,2022-05-27,66912,297460
Black,2022-05-27,112836,392850
Hispanic,2022-05-27,103318,345640
Native,2022-05-27,18905,57046
Other,2022-05-27,66289,259618
White,2022-05-27,1022394,4353880
Asian,2022-05-31,67018,297460
Black,2022-05-31,112960,392850
Hispanic,2022-05-31,103416,345640
Native,2022-05-31,18925,57046
Other,2022-05-31,66363,259618
White,2022-05-31,1023862,4353880
Asian,2022-06-01,67136,297460
Black,2022-06-01,113073,392850
Hispanic,2022-06-01,103490,345640
Native,2022-06-01,18954,57046
Other,2022-06-01,66434,259618
White,2022-06-01,1025072,4353880
Asian,2022-06-02,67345,297460
Black,2022-06-02,113409,392850
Hispanic,2022-06-02,103694,345640
Native,2022-06-02,19022,57046
Other,2022-06-02,66633,259618
White,2022-06-02,1028345,4353880
Asian,2022-06-03,67452,297460
Black,2022-06-03,113552,392850
Hispanic,2022-06-03,103781,345640
Native,2022-06-03,19046,57046
Other,2022-06-03,66697,259618
White,2022-06-03,1029721,4353880
