age_group,cases,deaths,date
95-99 years,603,212,2020-11-03
100+ years,111,45,2020-11-03
Unknown/missing,12,0,2020-11-03
0-4 years,3049,1,2020-11-04
5-9 years,3365,0,2020-11-04
10-14 years,5050,0,2020-11-04
15-19 years,13753,0,2020-11-04
20-24 years,19360,1,2020-11-04
25-29 years,15594,3,2020-11-04
30-34 years,14209,9,2020-11-04
35-39 years,13031,11,2020-11-04
40-44 years,11752,11,2020-11-04
45-49 years,11248,24,2020-11-04
50-54 years,11184,53,2020-11-04
55-59 years,10606,83,2020-11-04
60-64 years,8511,138,2020-11-04
65-69 years,5701,165,2020-11-04
70-74 years,4374,238,2020-11-04
75-79 years,3224,271,2020-11-04
80-84 years,2572,397,2020-11-04
85-89 years,2144,450,2020-11-04
90-94 years,1468,415,2020-11-04
95-99 years,612,215,2020-11-04
100+ years,112,45,2020-11-04
Unknown/missing,4,0,2020-11-04
0-4 years,3120,1,2020-11-05
5-9 years,3445,0,2020-11-05
10-14 years,5183,0,2020-11-05
15-19 years,14026,0,2020-11-05
20-24 years,19700,1,2020-11-05
25-29 years,15925,3,2020-11-05
30-34 years,14548,9,2020-11-05
35-39 years,13355,11,2020-11-05
40-44 years,12089,11,2020-11-05
45-49 years,11559,24,2020-11-05
50-54 years,11475,53,2020-11-05
55-59 years,10924,83,2020-11-05
60-64 years,8766,138,2020-11-05
65-69 years,5858,165,2020-11-05
70-74 years,4492,239,2020-11-05
75-79 years,3327,276,2020-11-05
80-84 years,2632,401,2020-11-05
85-89 years,2199,455,2020-11-05
90-94 years,1504,424,2020-11-05
95-99 years,621,216,2020-11-05
100+ years,113,45,2020-11-05
Unknown/missing,4,0,2020-11-05
0-4 years,3213,1,2020-11-06
5-9 years,3577,0,2020-11-06
10-14 years,5410,0,2020-11-06
15-19 years,14406,0,2020-11-06
20-24 years,20250,1,2020-11-06
25-29 years,16417,3,2020-11-06
30-34 years,14990,9,2020-11-06
35-39 years,13832,11,2020-11-06
40-44 years,12534,12,2020-11-06
45-49 years,11936,26,2020-11-06
50-54 years,11880,53,2020-11-06
55-59 years,11345,83,2020-11-06
60-64 years,9082,139,2020-11-06
65-69 years,6109,166,2020-11-06
70-74 years,4634,241,2020-11-06
75-79 years,3420,282,2020-11-06
80-84 years,2710,405,2020-11-06
85-89 years,2262,464,2020-11-06
90-94 years,1547,429,2020-11-06
95-99 years,634,220,2020-11-06
100+ years,115,46,2020-11-06
Unknown/missing,4,0,2020-11-06
0-4 years,3287,1,2020-11-07
5-9 years,3664,0,2020-11-07
10-14 years,5569,0,2020-11-07
15-19 years,14754,0,2020-11-07
20-24 years,20735,1,2020-11-07
25-29 years,16838,3,2020-11-07
30-34 years,15349,9,2020-11-07
35-39 years,14220,11,2020-11-07
40-44 years,12889,12,2020-11-07
45-49 years,12259,26,2020-11-07
50-54 years,12227,53,2020-11-07
55-59 years,11692,84,2020-11-07
60-64 years,9368,139,2020-11-07
65-69 years,6308,168,2020-11-07
70-74 years,4783,243,2020-11-07
75-79 years,3524,284,2020-11-07
80-84 years,2794,414,2020-11-07
85-89 years,2331,474,2020-11-07
90-94 years,1591,435,2020-11-07
95-99 years,652,222,2020-11-07
100+ years,117,46,2020-11-07
Unknown/missing,3,0,2020-11-07
0-4 years,3376,1,2020-11-08
5-9 years,3805,0,2020-11-08
10-14 years,5795,0,2020-11-08
15-19 years,15278,0,2020-11-08
20-24 years,21494,1,2020-11-08
25-29 years,17400,3,2020-11-08
30-34 years,15805,9,2020-11-08
35-39 years,14704,11,2020-11-08
40-44 years,13346,13,2020-11-08
45-49 years,12672,27,2020-11-08
50-54 years,12696,53,2020-11-08
55-59 years,12118,85,2020-11-08
60-64 years,9670,139,2020-11-08
65-69 years,6505,171,2020-11-08
70-74 years,4919,243,2020-11-08
75-79 years,3623,288,2020-11-08
80-84 years,2867,421,2020-11-08
85-89 years,2382,482,2020-11-08
90-94 years,1622,441,2020-11-08
95-99 years,661,222,2020-11-08
100+ years,122,46,2020-11-08
Unknown/missing,2,0,2020-11-08
0-4 years,3445,1,2020-11-09
5-9 years,3918,0,2020-11-09
10-14 years,5995,0,2020-11-09
15-19 years,15612,0,2020-11-09
20-24 years,21961,1,2020-11-09
25-29 years,17776,3,2020-11-09
30-34 years,16157,9,2020-11-09
35-39 years,15048,11,2020-11-09
40-44 years,13611,13,2020-11-09
45-49 years,12951,27,2020-11-09
50-54 years,12933,53,2020-11-09
55-59 years,12409,85,2020-11-09
60-64 years,9841,140,2020-11-09
65-69 years,6639,172,2020-11-09
70-74 years,5008,244,2020-11-09
75-79 years,3696,291,2020-11-09
80-84 years,2926,422,2020-11-09
85-89 years,2424,490,2020-11-09
90-94 years,1638,445,2020-11-09
95-99 years,673,222,2020-11-09
100+ years,122,46,2020-11-09
Unknown/missing,5,0,2020-11-09
0-4 years,3539,1,2020-11-10
5-9 years,4062,0,2020-11-10
10-14 years,6206,0,2020-11-10
15-19 years,15982,0,2020-11-10
20-24 years,22472,1,2020-11-10
25-29 years,18219,3,2020-11-10
30-34 years,16532,9,2020-11-10
35-39 years,15439,11,2020-11-10
40-44 years,13983,13,2020-11-10
45-49 years,13272,27,2020-11-10
50-54 years,13299,53,2020-11-10
55-59 years,12792,85,2020-11-10
60-64 years,10150,141,2020-11-10
65-69 years,6841,173,2020-11-10
70-74 years,5136,246,2020-11-10
75-79 years,3803,294,2020-11-10
80-84 years,3010,430,2020-11-10
85-89 years,2468,494,2020-11-10
90-94 years,1668,448,2020-11-10
95-99 years,681,223,2020-11-10
100+ years,124,46,2020-11-10
Unknown/missing,3,0,2020-11-10
0-4 years,3633,1,2020-11-11
5-9 years,4191,0,2020-11-11
10-14 years,6397,0,2020-11-11
15-19 years,16365,0,2020-11-11
20-24 years,22968,1,2020-11-11
25-29 years,18639,3,2020-11-11
30-34 years,16904,9,2020-11-11
35-39 years,15855,11,2020-11-11
40-44 years,14327,13,2020-11-11
45-49 years,13600,27,2020-11-11
50-54 years,13672,54,2020-11-11
55-59 years,13176,86,2020-11-11
60-64 years,10432,141,2020-11-11
65-69 years,7055,178,2020-11-11
70-74 years,5301,248,2020-11-11
75-79 years,3886,303,2020-11-11
80-84 years,3101,435,2020-11-11
85-89 years,2534,508,2020-11-11
90-94 years,1710,460,2020-11-11
95-99 years,695,229,2020-11-11
100+ years,126,47,2020-11-11
Unknown/missing,3,0,2020-11-11
0-4 years,3754,1,2020-11-12
5-9 years,4369,0,2020-11-12
10-14 years,6687,0,2020-11-12
15-19 years,16926,0,2020-11-12
20-24 years,23824,1,2020-11-12
25-29 years,19325,3,2020-11-12
30-34 years,17491,9,2020-11-12
35-39 years,16440,12,2020-11-12
40-44 years,14855,14,2020-11-12
45-49 years,14130,27,2020-11-12
50-54 years,14205,54,2020-11-12
55-59 years,13703,86,2020-11-12
60-64 years,10841,142,2020-11-12
65-69 years,7299,182,2020-11-12
70-74 years,5491,251,2020-11-12
75-79 years,4030,309,2020-11-12
80-84 years,3201,441,2020-11-12
85-89 years,2606,511,2020-11-12
90-94 years,1775,467,2020-11-12
95-99 years,710,235,2020-11-12
100+ years,129,48,2020-11-12
Unknown/missing,4,0,2020-11-12
0-4 years,3855,1,2020-11-13
5-9 years,4512,0,2020-11-13
10-14 years,6921,0,2020-11-13
15-19 years,17342,0,2020-11-13
20-24 years,24364,2,2020-11-13
25-29 years,19833,3,2020-11-13
30-34 years,17928,9,2020-11-13
35-39 years,16849,12,2020-11-13
40-44 years,15284,14,2020-11-13
45-49 years,14582,27,2020-11-13
50-54 years,14638,54,2020-11-13
55-59 years,14109,87,2020-11-13
60-64 years,11158,142,2020-11-13
65-69 years,7554,184,2020-11-13
70-74 years,5644,253,2020-11-13
75-79 years,4155,319,2020-11-13
80-84 years,3277,449,2020-11-13
85-89 years,2656,522,2020-11-13
90-94 years,1812,475,2020-11-13
95-99 years,726,237,2020-11-13
100+ years,131,49,2020-11-13
Unknown/missing,9,0,2020-11-13
0-4 years,4016,1,2020-11-14
5-9 years,4742,0,2020-11-14
10-14 years,7297,0,2020-11-14
15-19 years,18019,0,2020-11-14
20-24 years,25297,2,2020-11-14
25-29 years,20643,3,2020-11-14
30-34 years,18659,9,2020-11-14
35-39 years,17541,12,2020-11-14
40-44 years,15869,14,2020-11-14
45-49 years,15220,27,2020-11-14
50-54 years,15280,55,2020-11-14
55-59 years,14758,88,2020-11-14
60-64 years,11671,143,2020-11-14
65-69 years,7906,184,2020-11-14
70-74 years,5882,255,2020-11-14
75-79 years,4328,324,2020-11-14
80-84 years,3398,458,2020-11-14
85-89 years,2745,529,2020-11-14
90-94 years,1858,482,2020-11-14
95-99 years,755,239,2020-11-14
100+ years,135,49,2020-11-14
Unknown/missing,9,0,2020-11-14
0-4 years,4127,1,2020-11-15
5-9 years,4904,0,2020-11-15
10-14 years,7640,0,2020-11-15
15-19 years,18594,0,2020-11-15
20-24 years,26058,2,2020-11-15
25-29 years,21368,3,2020-11-15
30-34 years,19307,9,2020-11-15
35-39 years,18152,12,2020-11-15
40-44 years,16438,14,2020-11-15
45-49 years,15758,27,2020-11-15
50-54 years,15863,57,2020-11-15
55-59 years,15333,88,2020-11-15
60-64 years,12128,143,2020-11-15
65-69 years,8225,188,2020-11-15
70-74 years,6077,258,2020-11-15
75-79 years,4464,327,2020-11-15
80-84 years,3515,464,2020-11-15
85-89 years,2814,533,2020-11-15
90-94 years,1901,486,2020-11-15
95-99 years,768,242,2020-11-15
100+ years,138,51,2020-11-15
Unknown/missing,9,0,2020-11-15
0-4 years,4266,1,2020-11-16
5-9 years,5080,0,2020-11-16
10-14 years,7943,0,2020-11-16
15-19 years,19201,0,2020-11-16
20-24 years,26743,2,2020-11-16
25-29 years,22012,3,2020-11-16
30-34 years,19930,9,2020-11-16
35-39 years,18707,12,2020-11-16
40-44 years,17012,14,2020-11-16
45-49 years,16259,27,2020-11-16
50-54 years,16417,57,2020-11-16
55-59 years,15874,88,2020-11-16
60-64 years,12627,143,2020-11-16
65-69 years,8573,190,2020-11-16
70-74 years,6313,260,2020-11-16
75-79 years,4633,328,2020-11-16
80-84 years,3630,469,2020-11-16
85-89 years,2893,534,2020-11-16
90-94 years,1966,487,2020-11-16
95-99 years,788,242,2020-11-16
100+ years,141,51,2020-11-16
Unknown/missing,10,0,2020-11-16
0-4 years,4362,1,2020-11-17
5-9 years,5242,0,2020-11-17
10-14 years,8184,0,2020-11-17
15-19 years,19638,0,2020-11-17
20-24 years,27338,2,2020-11-17
25-29 years,22477,3,2020-11-17
30-34 years,20373,9,2020-11-17
35-39 years,19158,12,2020-11-17
40-44 years,17462,14,2020-11-17
45-49 years,16668,27,2020-11-17
50-54 years,16869,58,2020-11-17
55-59 years,16359,89,2020-11-17
60-64 years,12994,145,2020-11-17
65-69 years,8858,193,2020-11-17
70-74 years,6487,263,2020-11-17
75-79 years,4760,332,2020-11-17
80-84 years,3749,471,2020-11-17
85-89 years,2974,540,2020-11-17
90-94 years,2020,491,2020-11-17
95-99 years,805,242,2020-11-17
100+ years,154,51,2020-11-17
Unknown/missing,18,0,2020-11-17
0-4 years,4479,1,2020-11-18
5-9 years,5378,0,2020-11-18
10-14 years,8370,0,2020-11-18
15-19 years,19971,0,2020-11-18
20-24 years,27725,2,2020-11-18
25-29 years,22853,3,2020-11-18
30-34 years,20759,9,2020-11-18
35-39 years,19578,12,2020-11-18
40-44 years,17839,14,2020-11-18
45-49 years,17017,27,2020-11-18
50-54 years,17279,58,2020-11-18
55-59 years,16813,91,2020-11-18
60-64 years,13335,147,2020-11-18
65-69 years,9101,197,2020-11-18
70-74 years,6686,268,2020-11-18
75-79 years,4897,338,2020-11-18
80-84 years,3865,487,2020-11-18
85-89 years,3046,552,2020-11-18
90-94 years,2061,502,2020-11-18
95-99 years,820,249,2020-11-18
100+ years,156,53,2020-11-18
Unknown/missing,15,0,2020-11-18
0-4 years,4615,1,2020-11-19
5-9 years,5570,0,2020-11-19
10-14 years,8746,0,2020-11-19
15-19 years,20511,0,2020-11-19
20-24 years,28387,2,2020-11-19
25-29 years,23552,3,2020-11-19
30-34 years,21385,9,2020-11-19
35-39 years,20232,13,2020-11-19
40-44 years,18393,14,2020-11-19
45-49 years,17609,28,2020-11-19
50-54 years,17878,58,2020-11-19
55-59 years,17429,91,2020-11-19
60-64 years,13877,150,2020-11-19
65-69 years,9465,203,2020-11-19
70-74 years,6966,272,2020-11-19
75-79 years,5077,349,2020-11-19
80-84 years,3991,495,2020-11-19
85-89 years,3116,563,2020-11-19
90-94 years,2106,522,2020-11-19
95-99 years,827,256,2020-11-19
100+ years,159,53,2020-11-19
Unknown/missing,15,0,2020-11-19
0-4 years,4757,1,2020-11-20
5-9 years,5754,0,2020-11-20
10-14 years,9049,0,2020-11-20
15-19 years,20948,0,2020-11-20
20-24 years,28953,2,2020-11-20
25-29 years,24081,3,2020-11-20
30-34 years,21892,9,2020-11-20
35-39 years,20755,13,2020-11-20
40-44 years,18914,15,2020-11-20
45-49 years,18087,29,2020-11-20
50-54 years,18392,59,2020-11-20
55-59 years,18016,92,2020-11-20
60-64 years,14377,151,2020-11-20
65-69 years,9800,203,2020-11-20
70-74 years,7205,277,2020-11-20
75-79 years,5244,356,2020-11-20
80-84 years,4109,510,2020-11-20
85-89 years,3187,579,2020-11-20
90-94 years,2155,538,2020-11-20
95-99 years,845,259,2020-11-20
100+ years,161,53,2020-11-20
Unknown/missing,19,1,2020-11-20
0-4 years,4874,1,2020-11-21
5-9 years,5919,0,2020-11-21
10-14 years,9285,0,2020-11-21
15-19 years,21406,0,2020-11-21
20-24 years,29442,2,2020-11-21
25-29 years,24584,3,2020-11-21
30-34 years,22378,9,2020-11-21
35-39 years,21253,13,2020-11-21
40-44 years,19370,15,2020-11-21
45-49 years,18549,32,2020-11-21
50-54 years,18847,59,2020-11-21
55-59 years,18535,94,2020-11-21
60-64 years,14800,151,2020-11-21
65-69 years,10067,206,2020-11-21
70-74 years,7447,282,2020-11-21
75-79 years,5391,361,2020-11-21
80-84 years,4239,520,2020-11-21
85-89 years,3274,588,2020-11-21
90-94 years,2232,545,2020-11-21
95-99 years,868,264,2020-11-21
100+ years,170,56,2020-11-21
Unknown/missing,22,0,2020-11-21
0-4 years,5029,1,2020-11-22
5-9 years,6122,0,2020-11-22
10-14 years,9567,0,2020-11-22
15-19 years,21884,0,2020-11-22
20-24 years,30005,2,2020-11-22
25-29 years,25139,3,2020-11-22
30-34 years,22904,9,2020-11-22
35-39 years,21791,14,2020-11-22
40-44 years,19906,15,2020-11-22
45-49 years,19102,32,2020-11-22
50-54 years,19406,59,2020-11-22
55-59 years,19070,96,2020-11-22
60-64 years,15348,152,2020-11-22
65-69 years,10422,206,2020-11-22
70-74 years,7694,286,2020-11-22
75-79 years,5597,369,2020-11-22
80-84 years,4382,529,2020-11-22
85-89 years,3391,595,2020-11-22
90-94 years,2294,549,2020-11-22
95-99 years,900,267,2020-11-22
100+ years,178,57,2020-11-22
Unknown/missing,26,0,2020-11-22
0-4 years,5169,1,2020-11-23
5-9 years,6295,0,2020-11-23
10-14 years,9856,0,2020-11-23
15-19 years,22335,0,2020-11-23
20-24 years,30540,2,2020-11-23
25-29 years,25680,3,2020-11-23
30-34 years,23393,9,2020-11-23
35-39 years,22260,14,2020-11-23
40-44 years,20423,15,2020-11-23
45-49 years,19502,32,2020-11-23
50-54 years,19889,62,2020-11-23
55-59 years,19537,96,2020-11-23
60-64 years,15790,155,2020-11-23
65-69 years,10719,206,2020-11-23
70-74 years,7924,289,2020-11-23
75-79 years,5750,371,2020-11-23
80-84 years,4500,534,2020-11-23
85-89 years,3479,597,2020-11-23
90-94 years,2327,554,2020-11-23
95-99 years,923,268,2020-11-23
100+ years,181,57,2020-11-23
Unknown/missing,28,0,2020-11-23
0-4 years,5292,1,2020-11-24
5-9 years,6476,0,2020-11-24
10-14 years,10103,0,2020-11-24
15-19 years,22820,0,2020-11-24
20-24 years,31141,2,2020-11-24
25-29 years,26222,3,2020-11-24
30-34 years,23916,9,2020-11-24
35-39 years,22787,15,2020-11-24
40-44 years,20910,15,2020-11-24
45-49 years,19950,32,2020-11-24
50-54 years,20311,62,2020-11-24
55-59 years,20016,96,2020-11-24
60-64 years,16195,158,2020-11-24
65-69 years,11029,212,2020-11-24
70-74 years,8159,297,2020-11-24
75-79 years,5884,374,2020-11-24
80-84 years,4598,539,2020-11-24
85-89 years,3551,602,2020-11-24
90-94 years,2385,559,2020-11-24
95-99 years,941,270,2020-11-24
100+ years,184,57,2020-11-24
Unknown/missing,46,0,2020-11-24
0-4 years,5423,1,2020-11-25
5-9 years,6662,0,2020-11-25
10-14 years,10400,0,2020-11-25
15-19 years,23293,0,2020-11-25
20-24 years,31720,2,2020-11-25
25-29 years,26752,3,2020-11-25
30-34 years,24385,9,2020-11-25
35-39 years,23281,15,2020-11-25
40-44 years,21404,16,2020-11-25
45-49 years,20386,32,2020-11-25
50-54 years,20791,63,2020-11-25
55-59 years,20529,96,2020-11-25
60-64 years,16613,160,2020-11-25
65-69 years,11332,216,2020-11-25
70-74 years,8393,302,2020-11-25
75-79 years,6021,385,2020-11-25
80-84 years,4698,552,2020-11-25
85-89 years,3615,617,2020-11-25
90-94 years,2427,568,2020-11-25
95-99 years,948,278,2020-11-25
100+ years,188,60,2020-11-25
Unknown/missing,42,0,2020-11-25
0-4 years,5552,1,2020-11-27
5-9 years,6822,0,2020-11-27
10-14 years,10631,0,2020-11-27
15-19 years,23697,0,2020-11-27
20-24 years,32157,2,2020-11-27
25-29 years,27221,4,2020-11-27
30-34 years,24827,9,2020-11-27
35-39 years,23759,15,2020-11-27
40-44 years,21849,16,2020-11-27
45-49 years,20775,32,2020-11-27
50-54 years,21193,67,2020-11-27
55-59 years,20959,97,2020-11-27
60-64 years,17002,163,2020-11-27
65-69 years,11616,217,2020-11-27
70-74 years,8626,314,2020-11-27
75-79 years,6183,397,2020-11-27
80-84 years,4770,566,2020-11-27
85-89 years,3687,642,2020-11-27
90-94 years,2480,589,2020-11-27
95-99 years,967,284,2020-11-27
100+ years,190,61,2020-11-27
Unknown/missing,38,0,2020-11-27
0-4 years,5722,1,2020-11-28
5-9 years,7101,0,2020-11-28
10-14 years,11054,0,2020-11-28
15-19 years,24353,0,2020-11-28
20-24 years,32893,2,2020-11-28
25-29 years,27937,4,2020-11-28
30-34 years,25577,9,2020-11-28
35-39 years,24453,15,2020-11-28
40-44 years,22521,16,2020-11-28
45-49 years,21399,32,2020-11-28
50-54 years,21887,67,2020-11-28
55-59 years,21620,97,2020-11-28
60-64 years,17625,164,2020-11-28
65-69 years,12035,221,2020-11-28
70-74 years,8937,319,2020-11-28
75-79 years,6399,400,2020-11-28
80-84 years,4911,574,2020-11-28
85-89 years,3815,654,2020-11-28
90-94 years,2560,598,2020-11-28
95-99 years,1004,287,2020-11-28
100+ years,195,61,2020-11-28
Unknown/missing,25,0,2020-11-28
0-4 years,5865,1,2020-11-29
5-9 years,7354,0,2020-11-29
10-14 years,11450,0,2020-11-29
15-19 years,24988,0,2020-11-29
20-24 years,33637,2,2020-11-29
25-29 years,28711,4,2020-11-29
30-34 years,26269,9,2020-11-29
35-39 years,25186,15,2020-11-29
40-44 years,23216,16,2020-11-29
45-49 years,22118,32,2020-11-29
50-54 years,22686,67,2020-11-29
55-59 years,22281,98,2020-11-29
60-64 years,18155,166,2020-11-29
65-69 years,12390,227,2020-11-29
70-74 years,9202,328,2020-11-29
75-79 years,6592,405,2020-11-29
80-84 years,5059,583,2020-11-29
85-89 years,3924,665,2020-11-29
90-94 years,2633,606,2020-11-29
95-99 years,1022,292,2020-11-29
100+ years,202,62,2020-11-29
Unknown/missing,29,0,2020-11-29
0-4 years,5986,1,2020-11-30
5-9 years,7540,0,2020-11-30
10-14 years,11743,0,2020-11-30
15-19 years,25452,0,2020-11-30
20-24 years,34122,2,2020-11-30
25-29 years,29201,4,2020-11-30
30-34 years,26752,9,2020-11-30
35-39 years,25666,15,2020-11-30
40-44 years,23660,16,2020-11-30
45-49 years,22492,32,2020-11-30
50-54 years,23038,67,2020-11-30
55-59 years,22666,98,2020-11-30
60-64 years,18502,168,2020-11-30
65-69 years,12637,230,2020-11-30
70-74 years,9384,330,2020-11-30
75-79 years,6739,408,2020-11-30
80-84 years,5164,585,2020-11-30
85-89 years,4024,667,2020-11-30
90-94 years,2711,606,2020-11-30
95-99 years,1048,292,2020-11-30
100+ years,209,63,2020-11-30
Unknown/missing,27,0,2020-11-30
0-4 years,6077,1,2020-12-01
5-9 years,7657,0,2020-12-01
10-14 years,11887,0,2020-12-01
15-19 years,25703,0,2020-12-01
20-24 years,34384,2,2020-12-01
25-29 years,29458,4,2020-12-01
30-34 years,27012,9,2020-12-01
35-39 years,25913,15,2020-12-01
40-44 years,23921,16,2020-12-01
45-49 years,22779,32,2020-12-01
50-54 years,23317,68,2020-12-01
55-59 years,22929,98,2020-12-01
60-64 years,18739,168,2020-12-01
65-69 years,12814,232,2020-12-01
70-74 years,9514,333,2020-12-01
75-79 years,6838,409,2020-12-01
80-84 years,5233,590,2020-12-01
85-89 years,4082,671,2020-12-01
90-94 years,2747,611,2020-12-01
95-99 years,1065,292,2020-12-01
100+ years,211,64,2020-12-01
Unknown/missing,32,0,2020-12-01
0-4 years,6192,1,2020-12-02
5-9 years,7824,0,2020-12-02
10-14 years,12131,0,2020-12-02
15-19 years,26104,0,2020-12-02
20-24 years,34806,2,2020-12-02
25-29 years,29876,4,2020-12-02
30-34 years,27411,9,2020-12-02
35-39 years,26331,17,2020-12-02
40-44 years,24310,16,2020-12-02
45-49 years,23170,33,2020-12-02
50-54 years,23699,70,2020-12-02
55-59 years,23314,100,2020-12-02
60-64 years,19089,171,2020-12-02
65-69 years,13039,234,2020-12-02
70-74 years,9672,339,2020-12-02
75-79 years,6944,422,2020-12-02
80-84 years,5308,597,2020-12-02
85-89 years,4156,691,2020-12-02
90-94 years,2779,623,2020-12-02
95-99 years,1086,298,2020-12-02
100+ years,214,65,2020-12-02
Unknown/missing,22,0,2020-12-02
0-4 years,6319,1,2020-12-03
5-9 years,8010,0,2020-12-03
10-14 years,12360,0,2020-12-03
15-19 years,26549,0,2020-12-03
20-24 years,35289,2,2020-12-03
25-29 years,30360,4,2020-12-03
30-34 years,27906,9,2020-12-03
35-39 years,26812,17,2020-12-03
40-44 years,24793,16,2020-12-03
45-49 years,23612,33,2020-12-03
50-54 years,24202,72,2020-12-03
55-59 years,23820,101,2020-12-03
60-64 years,19496,173,2020-12-03
65-69 years,13338,242,2020-12-03
70-74 years,9855,348,2020-12-03
75-79 years,7054,434,2020-12-03
80-84 years,5428,607,2020-12-03
85-89 years,4244,712,2020-12-03
90-94 years,2821,643,2020-12-03
95-99 years,1116,305,2020-12-03
100+ years,219,65,2020-12-03
Unknown/missing,23,0,2020-12-03
0-4 years,6426,1,2020-12-04
5-9 years,8181,0,2020-12-04
10-14 years,12599,0,2020-12-04
15-19 years,26870,0,2020-12-04
20-24 years,35724,2,2020-12-04
25-29 years,30791,4,2020-12-04
30-34 years,28342,9,2020-12-04
35-39 years,27253,17,2020-12-04
40-44 years,25230,16,2020-12-04
45-49 years,24046,34,2020-12-04
50-54 years,24565,72,2020-12-04
55-59 years,24230,101,2020-12-04
60-64 years,19837,174,2020-12-04
65-69 years,13546,244,2020-12-04
70-74 years,10027,355,2020-12-04
75-79 years,7186,446,2020-12-04
80-84 years,5516,619,2020-12-04
85-89 years,4333,722,2020-12-04
90-94 years,2877,651,2020-12-04
95-99 years,1145,313,2020-12-04
100+ years,226,65,2020-12-04
Unknown/missing,23,0,2020-12-04
0-4 years,6546,1,2020-12-05
5-9 years,8431,0,2020-12-05
10-14 years,12912,0,2020-12-05
15-19 years,27360,0,2020-12-05
20-24 years,36302,2,2020-12-05
